Order_Month,customerNumber,country,productLine,productName,Purchase_count,Total_Spent
October,227,Denmark,"Classic Cars","1969 Chevrolet Camaro Z28",1,1455
November,398,Japan,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1454
December,129,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1454
October,124,USA,"Vintage Cars","1911 Ford Town Car",1,1453
May,350,France,"Classic Cars","1969 Dodge Super Bee",1,1452
July,412,"New Zealand","Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1452
January,379,USA,"Vintage Cars","1934 Ford V8 Coupe",1,1452
December,202,Canada,"Vintage Cars","1934 Ford V8 Coupe",1,1452
May,282,Australia,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1449
November,242,France,"Vintage Cars","1940 Ford Delivery Sedan",1,1444
May,233,Canada,"Vintage Cars","1939 Cadillac Limousine",1,1444
August,124,USA,"Classic Cars","1970 Dodge Coronet",1,1442
November,278,Italy,"Vintage Cars","1930 Buick Marquette Phaeton",1,1439
October,321,USA,"Vintage Cars","1911 Ford Town Car",1,1439
April,382,Austria,Ships,"The Schooner Bluenose",1,1434
October,186,Finland,Planes,"1900s Vintage Bi-Plane",1,1434
November,278,Italy,"Vintage Cars","1911 Ford Town Car",1,1432
February,141,Spain,Motorcycles,"1982 Ducati 996 R",1,1432
December,447,USA,"Vintage Cars","1930 Buick Marquette Phaeton",1,1431
October,121,Norway,Motorcycles,"1982 Ducati 900 Monster",1,1429
June,175,USA,Planes,"1900s Vintage Tri-Plane",1,1426
November,187,UK,"Classic Cars","1970 Chevy Chevelle SS 454",1,1420
November,240,UK,"Vintage Cars","1928 Ford Phaeton Deluxe",1,1420
September,148,Singapore,"Vintage Cars","1939 Cadillac Limousine",1,1419
October,339,USA,"Vintage Cars","1937 Horch 930V Limousine",1,1418
August,204,USA,Motorcycles,"2002 Yamaha YZR M1",1,1418
November,124,USA,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1415
June,324,UK,Ships,"Pont Yacht",1,1415
November,187,UK,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1413
February,141,Spain,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1411
November,344,Spain,Ships,"The Schooner Bluenose",1,1408
September,166,Singapore,"Vintage Cars","1911 Ford Town Car",1,1407
July,124,USA,"Classic Cars","1971 Alpine Renault 1600s",1,1405
December,495,USA,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1403
October,321,USA,"Classic Cars","1969 Dodge Super Bee",1,1402
November,452,Austria,"Classic Cars","1948 Porsche 356-A Roadster",1,1401
March,353,France,Planes,"Boeing X-32A JSF",1,1401
February,239,USA,Planes,"Boeing X-32A JSF",1,1401
August,299,"Norway  ",Planes,"1900s Vintage Tri-Plane",1,1400
December,151,USA,"Classic Cars","1970 Chevy Chevelle SS 454",1,1396
February,278,Italy,"Vintage Cars","1930 Buick Marquette Phaeton",1,1395
January,311,Finland,Ships,"Pont Yacht",1,1393
August,157,USA,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1392
June,209,France,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1392
June,201,UK,"Classic Cars","1982 Lamborghini Diablo",1,1390
October,259,Germany,Motorcycles,"1982 Ducati 996 R",1,1390
December,141,Spain,"Vintage Cars","1939 Cadillac Limousine",1,1389
July,314,Belgium,Ships,"The Schooner Bluenose",1,1386
June,323,"New Zealand","Classic Cars","1966 Shelby Cobra 427 S/C",1,1385
November,187,UK,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1383
March,242,France,Ships,"The USS Constitution Ship",1,1383
October,321,USA,Motorcycles,"1982 Ducati 996 R",1,1380
November,187,UK,"Vintage Cars","1934 Ford V8 Coupe",1,1380
November,216,Spain,Ships,"The Schooner Bluenose",1,1380
November,486,USA,"Classic Cars","1971 Alpine Renault 1600s",1,1378
August,299,"Norway  ",Planes,"Corsair F4U ( Bird Cage)",1,1376
May,112,USA,"Classic Cars","1970 Chevy Chevelle SS 454",1,1374
May,112,USA,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1374
December,323,"New Zealand",Motorcycles,"1936 Harley Davidson El Knucklehead",1,1374
February,239,USA,"Classic Cars","1970 Chevy Chevelle SS 454",1,1374
February,141,Spain,"Vintage Cars","1911 Ford Town Car",1,1373
November,278,Italy,"Vintage Cars","1928 Ford Phaeton Deluxe",1,1370
December,198,USA,Planes,"American Airlines: MD-11S",1,1368
December,353,France,Trains,"1950's Chicago Surface Lines Streetcar",1,1367
November,386,Italy,Trains,"1950's Chicago Surface Lines Streetcar",1,1367
November,145,Denmark,Ships,"The USS Constitution Ship",1,1366
December,151,USA,"Vintage Cars","1911 Ford Town Car",1,1365
January,398,Japan,Trains,"1962 City of Detroit Streetcar",1,1364
December,151,USA,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1360
September,448,Sweden,"Trucks and Buses","1926 Ford Fire Engine",1,1359
November,320,USA,Ships,"The Schooner Bluenose",1,1358
May,175,USA,Trains,"1950's Chicago Surface Lines Streetcar",1,1357
May,350,France,"Classic Cars","1982 Lamborghini Diablo",1,1355
January,334,Finland,"Classic Cars","1948 Porsche 356-A Roadster",1,1355
August,286,USA,Motorcycles,"1982 Ducati 996 R",1,1355
January,124,USA,"Classic Cars","1970 Dodge Coronet",1,1344
November,187,UK,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1344
November,398,Japan,Planes,"Boeing X-32A JSF",1,1341
November,167,"Norway  ","Classic Cars","1970 Plymouth Hemi Cuda",1,1341
October,259,Germany,"Classic Cars","1948 Porsche 356-A Roadster",1,1340
January,141,Spain,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1338
June,151,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1338
September,131,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1338
February,114,Australia,"Vintage Cars","1928 Ford Phaeton Deluxe",1,1335
April,450,USA,Planes,"1900s Vintage Bi-Plane",1,1332
March,353,France,"Vintage Cars","1928 Ford Phaeton Deluxe",1,1332
August,249,Italy,"Vintage Cars","1911 Ford Town Car",1,1332
February,141,Spain,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1330
November,320,USA,Ships,"Pont Yacht",1,1330
March,124,USA,"Classic Cars","1982 Lamborghini Diablo",1,1327
November,489,UK,Planes,"1900s Vintage Bi-Plane",1,1326
January,276,Australia,"Trucks and Buses","1926 Ford Fire Engine",1,1324
May,450,USA,"Vintage Cars","1930 Buick Marquette Phaeton",1,1320
April,141,Spain,"Vintage Cars","1934 Ford V8 Coupe",1,1319
April,357,"New Zealand","Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1319
September,448,Sweden,"Vintage Cars","1939 Cadillac Limousine",1,1313
September,166,Singapore,"Classic Cars","1957 Ford Thunderbird",1,1311
June,166,Singapore,"Classic Cars","1970 Dodge Coronet",1,1311
January,406,France,Motorcycles,"1982 Ducati 900 Monster",1,1309
January,205,USA,"Classic Cars","1982 Lamborghini Diablo",1,1305
October,256,France,"Vintage Cars","1934 Ford V8 Coupe",1,1304
May,406,France,Motorcycles,"1982 Ducati 996 R",1,1304
January,141,Spain,"Classic Cars","1948 Porsche 356-A Roadster",1,1294
April,181,USA,Motorcycles,"1957 Vespa GS150",1,1293
December,495,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1292
October,347,USA,"Classic Cars","1982 Lamborghini Diablo",1,1285
January,121,Norway,"Trucks and Buses","1926 Ford Fire Engine",1,1283
August,249,Italy,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1281
May,471,Australia,Planes,"1900s Vintage Bi-Plane",1,1280
September,415,Germany,Planes,"1900s Vintage Bi-Plane",1,1280
July,124,USA,Motorcycles,"1982 Ducati 996 R",1,1274
November,471,Australia,"Vintage Cars","1934 Ford V8 Coupe",1,1274
August,334,Finland,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1273
July,496,"New Zealand","Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1271
January,141,Spain,"Classic Cars","1982 Lamborghini Diablo",1,1271
November,458,Spain,"Vintage Cars","1939 Cadillac Limousine",1,1269
June,233,Canada,Ships,"Pont Yacht",1,1267
November,484,Spain,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1263
April,382,Austria,"Vintage Cars","1937 Horch 930V Limousine",1,1262
February,189,Ireland,"Classic Cars","1970 Dodge Coronet",1,1262
November,489,UK,"Vintage Cars","1937 Horch 930V Limousine",1,1256
March,187,UK,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1255
February,141,Spain,"Classic Cars","1982 Lamborghini Diablo",1,1254
December,141,Spain,Motorcycles,"1982 Ducati 996 R",1,1254
June,398,Japan,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1254
November,167,"Norway  ","Classic Cars","1971 Alpine Renault 1600s",1,1253
November,233,Canada,"Classic Cars","1982 Lamborghini Diablo",1,1251
November,278,Italy,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1250
October,124,USA,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1247
September,166,Singapore,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1246
November,240,UK,"Vintage Cars","1930 Buick Marquette Phaeton",1,1246
November,124,USA,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1243
November,181,USA,"Classic Cars","1970 Dodge Coronet",1,1243
October,227,Denmark,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1241
November,171,France,Motorcycles,"1957 Vespa GS150",1,1240
February,321,USA,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1240
January,161,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1240
November,124,USA,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1236
February,298,Switzerland,"Classic Cars","1971 Alpine Renault 1600s",1,1234
May,131,USA,Ships,"Pont Yacht",1,1231
September,333,Australia,"Classic Cars","1970 Dodge Coronet",1,1228
April,172,France,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1227
November,363,USA,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1223
August,205,USA,Motorcycles,"1982 Ducati 996 R",1,1222
June,201,UK,"Classic Cars","1971 Alpine Renault 1600s",1,1220
September,487,USA,"Vintage Cars","1911 Ford Town Car",1,1220
November,167,"Norway  ","Classic Cars","1982 Lamborghini Diablo",1,1215
October,321,USA,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1214
April,486,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1212
November,171,France,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1212
December,141,Spain,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1209
November,353,France,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1209
February,119,France,Motorcycles,"1982 Ducati 900 Monster",1,1205
January,205,USA,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1204
November,489,UK,Planes,"Boeing X-32A JSF",1,1196
July,386,Italy,"Classic Cars","1982 Lamborghini Diablo",1,1194
November,114,Australia,"Classic Cars","1982 Lamborghini Diablo",1,1193
July,412,"New Zealand","Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1191
November,324,UK,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1191
August,320,USA,"Vintage Cars","1930 Buick Marquette Phaeton",1,1187
December,353,France,Trains,"1962 City of Detroit Streetcar",1,1186
May,157,USA,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1186
December,282,Australia,"Vintage Cars","1930 Buick Marquette Phaeton",1,1181
August,299,"Norway  ","Vintage Cars","1930 Buick Marquette Phaeton",1,1181
June,357,"New Zealand",Trains,"1962 City of Detroit Streetcar",1,1181
November,462,USA,"Classic Cars","1982 Lamborghini Diablo",1,1174
November,398,Japan,Ships,"The Schooner Bluenose",1,1173
October,148,Singapore,"Classic Cars","1970 Dodge Coronet",1,1170
April,148,Singapore,Trains,"1962 City of Detroit Streetcar",1,1169
July,161,USA,"Vintage Cars","1939 Cadillac Limousine",1,1167
May,386,Italy,Planes,"Corsair F4U ( Bird Cage)",1,1167
March,240,UK,Ships,"Pont Yacht",1,1166
August,249,Italy,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1165
August,298,Switzerland,"Classic Cars","1971 Alpine Renault 1600s",1,1163
August,204,USA,"Classic Cars","1971 Alpine Renault 1600s",1,1163
August,112,USA,"Classic Cars","1982 Lamborghini Diablo",1,1159
October,452,Austria,"Vintage Cars","1939 Cadillac Limousine",1,1157
February,141,Spain,"Classic Cars","1970 Dodge Coronet",1,1157
November,216,Spain,Planes,"Boeing X-32A JSF",1,1152
October,448,Sweden,Planes,"1900s Vintage Bi-Plane",1,1151
October,321,USA,Motorcycles,"1957 Vespa GS150",1,1149
March,124,USA,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1145
November,424,USA,Trains,"1962 City of Detroit Streetcar",1,1144
March,146,France,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1143
March,124,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1143
November,171,France,Motorcycles,"1982 Ducati 996 R",1,1135
December,151,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1133
May,412,"New Zealand","Classic Cars","1969 Dodge Super Bee",1,1132
July,496,"New Zealand","Vintage Cars","1911 Ford Town Car",1,1132
July,412,"New Zealand","Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1132
November,278,Italy,"Vintage Cars","1937 Horch 930V Limousine",1,1131
August,381,Belgium,"Vintage Cars","1928 Ford Phaeton Deluxe",1,1128
August,298,Switzerland,"Classic Cars","1982 Lamborghini Diablo",1,1128
July,386,Italy,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1127
April,382,Austria,Planes,"Boeing X-32A JSF",1,1126
September,487,USA,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1123
February,145,Denmark,Ships,"Pont Yacht",1,1119
January,458,Spain,"Vintage Cars","1911 Ford Town Car",1,1119
November,187,UK,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1118
May,382,Austria,"Classic Cars","1968 Dodge Charger",1,1116
March,462,USA,"Vintage Cars","1930 Buick Marquette Phaeton",1,1108
January,311,Finland,Planes,"Boeing X-32A JSF",1,1105
December,475,USA,"Vintage Cars","1930 Buick Marquette Phaeton",1,1101
July,282,Australia,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1100
June,323,"New Zealand","Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1097
October,259,Germany,"Classic Cars","1982 Lamborghini Diablo",1,1097
May,173,USA,Planes,"1900s Vintage Bi-Plane",1,1096
December,282,Australia,Planes,"Boeing X-32A JSF",1,1096
December,250,France,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1095
January,334,Finland,"Classic Cars","1971 Alpine Renault 1600s",1,1093
October,124,USA,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1092
October,227,Denmark,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1088
July,124,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1088
October,124,USA,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1087
November,353,France,Motorcycles,"1982 Ducati 996 R",1,1085
November,124,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1085
May,471,Australia,"Vintage Cars","1937 Horch 930V Limousine",1,1077
April,201,UK,Motorcycles,"1982 Ducati 996 R",1,1074
September,167,"Norway  ","Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1074
September,415,Germany,"Vintage Cars","1930 Buick Marquette Phaeton",1,1067
February,333,Australia,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1066
May,386,Italy,Planes,"P-51-D Mustang",1,1064
November,278,Italy,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1064
July,412,"New Zealand","Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1051
July,282,Australia,"Vintage Cars","1934 Ford V8 Coupe",1,1049
May,350,France,Motorcycles,"1982 Ducati 996 R",1,1047
June,398,Japan,"Vintage Cars","1939 Cadillac Limousine",1,1046
July,353,France,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1046
May,141,Spain,"Vintage Cars","1939 Cadillac Limousine",1,1046
April,495,USA,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1019
October,321,USA,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1019
August,286,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1018
November,319,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1018
June,151,USA,"Classic Cars","1970 Dodge Coronet",1,1017
August,334,Finland,"Classic Cars","1970 Dodge Coronet",1,1017
February,141,Spain,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1016
November,456,USA,Motorcycles,"1982 Ducati 996 R",1,1015
November,129,USA,"Vintage Cars","1939 Cadillac Limousine",1,1014
September,487,USA,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1003
April,450,USA,"Classic Cars","1969 Chevrolet Camaro Z28",1,1002
October,124,USA,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1000
November,486,USA,"Classic Cars","1982 Lamborghini Diablo",1,999
November,363,USA,"Classic Cars","1982 Lamborghini Diablo",1,997
February,189,Ireland,Trains,"1950's Chicago Surface Lines Streetcar",1,994
April,209,France,"Classic Cars","1966 Shelby Cobra 427 S/C",1,993
May,119,France,"Classic Cars","1958 Chevy Corvette Limited Edition",1,986
December,250,France,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,984
September,415,Germany,Planes,"Boeing X-32A JSF",1,980
March,385,Philippines,Motorcycles,"1982 Ducati 996 R",1,978
June,166,Singapore,"Classic Cars","1958 Chevy Corvette Limited Edition",1,976
November,114,Australia,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,974
April,141,Spain,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,970
November,276,Australia,Motorcycles,"1982 Ducati 996 R",1,962
December,141,Spain,Ships,"Pont Yacht",1,961
December,202,Canada,"Vintage Cars","1939 Cadillac Limousine",1,961
August,204,USA,Motorcycles,"1982 Ducati 996 R",1,956
February,141,Spain,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,956
July,496,"New Zealand","Vintage Cars","1936 Mercedes Benz 500k Roadster",1,952
November,187,UK,"Classic Cars","1966 Shelby Cobra 427 S/C",1,946
March,146,France,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,946
March,146,France,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,942
November,320,USA,Trains,"1962 City of Detroit Streetcar",1,937
November,486,USA,Motorcycles,"1982 Ducati 996 R",1,935
September,166,Singapore,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,934
March,486,USA,"Classic Cars","1982 Lamborghini Diablo",1,931
November,278,Italy,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,926
May,119,France,"Trucks and Buses","1926 Ford Fire Engine",1,924
April,181,USA,Motorcycles,"1982 Ducati 996 R",1,910
December,357,"New Zealand",Motorcycles,"1982 Ducati 996 R",1,902
November,471,Australia,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,896
October,299,"Norway  ","Classic Cars","1966 Shelby Cobra 427 S/C",1,896
May,314,Belgium,"Vintage Cars","1913 Ford Model T Speedster",1,892
December,141,Spain,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,892
January,124,USA,"Trucks and Buses","1954 Greyhound Scenicruiser",1,887
December,141,Spain,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,882
November,181,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,880
September,311,Finland,"Classic Cars","1958 Chevy Corvette Limited Edition",1,880
March,276,Australia,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,876
June,141,Spain,Planes,"Boeing X-32A JSF",1,876
October,141,Spain,"Vintage Cars","1930 Buick Marquette Phaeton",1,873
March,276,Australia,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,871
September,186,Finland,Motorcycles,"1982 Ducati 996 R",1,869
October,484,Spain,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,857
April,328,USA,Planes,"American Airlines: B767-300",1,854
November,112,USA,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,849
